genres,title,release_date,discount_price,price
"['Action', 'Indie', 'RPG', 'Early Access']",Event Horizon,2016-04-30,0.0,5.99
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Atulos Online,2016-04-30,0.0,0.0
"['Indie', 'Early Access']",Sector Six,2016-05-01,0.0,9.99
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Atulos Online - Premier Edition,2016-05-02,0.0,4.99
"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']",Hover Cubes: Arena,2016-05-02,0.0,14.99
"['Action', 'Indie']",Wicce,2016-05-05,0.0,4.99
"['Action', 'Indie']",Insane Insects: The Inception,2016-05-02,0.0,9.99
"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Early Access']",Supraball,2016-05-02,0.0,0.0
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Adventurer Pack,2016-05-02,0.0,29.99
"['Adventure', 'Casual', 'Indie']",Pitfall Planet,2016-05-02,0.0,9.99
"['Adventure', 'Indie']",Kathy Rain,2016-05-05,0.0,14.99
"['Action', 'Indie']",Fleeting Ages,2016-05-02,0.0,1.99
"['Adventure', 'Indie']",The Grandfather,2016-05-03,0.0,0.99
"['Casual', 'Indie']",Fragments of Him,2016-05-03,0.0,9.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against Song Pack II,2016-05-03,0.0,11.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Re-Education (Through Labor)”,2016-05-03,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Audience of One”,2016-05-03,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Help Is On The Way”,2016-05-03,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Paper Wings”,2016-05-03,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Ready to Fall”,2016-05-03,0.0,2.99
"['Indie', 'Simulation', 'Sports', 'Strategy']",Jack Nicklaus Perfect Golf,2016-05-03,0.0,34.99
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC -Classic Black Panther Pack,2016-05-03,0.0,2.99
"['Action', 'Indie']",Share,2016-05-03,0.0,4.99
['Action'],Battleborn,2016-05-03,0.0,0.0
['Action'],Shadow Complex Remastered,2016-05-03,0.0,14.99
"['Indie', 'Simulation', 'Strategy']",Influent DLC - हिन्दी [Learn Hindi],2016-05-03,0.0,4.99
"['Education', 'Software Training']",Hazard Perception Test UK 2016/17 Bundle - Driving Test Success,2016-05-06,0.0,19.99
,Ultimate Avengers 2,2006-08-08,0.0,3.99
"['Indie', 'Simulation', 'Early Access']",Parkitect,2016-05-05,0.0,19.99
,Ultimate Avengers,2006-02-21,0.0,3.99
,Dr. Strange,2007-08-14,0.0,3.99
,The Invincible Iron Man,2007-01-23,0.0,3.99
,Hulk VS.,2009-01-27,0.0,3.99
,Next Avengers: Heroes of Tomorrow,2008-09-02,0.0,3.99
,Planet Hulk,2010-02-02,0.0,3.99
,Thor: Tales of Asgard,2011-05-17,0.0,3.99
"['Action', 'Indie']",UTOPIA 9 - A Volatile Vacation,2016-05-05,0.0,11.99
"['Action', 'Adventure', 'Indie', 'Strategy']",Planet R-12,2016-05-05,0.0,4.99
"['Casual', 'Indie']",Hyposphere,2016-05-05,0.0,2.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: The Crypt of the Sun Lord,2016-05-05,0.0,6.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Devil of Dark Wood,2016-05-05,0.0,6.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Tarin's Crown,2016-05-10,0.0,5.99
"['Action', 'Casual', 'Indie']",Galaxy Cannon Rider,2016-05-10,0.0,9.99
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",StarBreak,2016-05-10,0.0,0.0
"['Casual', 'Free to Play', 'RPG']",Legionwood 1: Tale of the Two Swords,2016-05-10,0.0,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 – Of Monsters and Men - “Little Talks”,2016-05-10,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Variety Song Pack I,2016-05-10,0.0,9.99
"['Simulation', 'Strategy']",TransOcean 2: Rivals,2016-05-10,0.0,24.99
"['Action', 'Adventure']","LEGO® MARVEL's Avengers DLC - All-New, All-Different Doctor Strange Pack",2016-05-10,0.0,2.99
"['Adventure', 'Indie', 'Strategy']",March of the Living - Soundtrack,2016-05-10,0.0,1.99
"['Action', 'Casual', 'Indie']",Assassins vs Pirates,2016-05-10,0.0,7.99
"['Casual', 'Simulation']",Rocksmith® 2014 – The Presidents of the United States of America - “Peaches”,2016-05-10,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Nazareth - “Hair of the Dog”,2016-05-10,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Arch Enemy - “Nemesis”,2016-05-10,0.0,2.99
"['Action', 'Adventure', 'Indie']",Dungeon of Zolthan,2016-05-11,0.0,0.99
"['Action', 'Indie']",I and Me Original Soundtrack,2016-05-10,0.0,0.0
,Chaos,2008-02-19,0.0,3.99
"['Adventure', 'Indie']",OddPlanet,2016-05-11,0.0,6.99
,Parasite,2004-08-01,0.0,1.99
"['Action', 'Casual', 'Indie']",Super Mega Neo Pug,2016-05-11,0.0,0.99
['Adventure'],Blues and Bullets - Episode 2,2015-12-25,0.0,4.99
"['Action', 'Indie', 'Racing', 'Early Access']",SUPER IMPOSSIBLE ROAD,2016-05-11,0.0,12.99
"['Adventure', 'Indie', 'RPG']",The Deed: Dynasty,2016-05-10,0.0,2.99
"['Indie', 'RPG']",GOD's DEATH,2016-04-30,0.0,3.99
"['Action', 'Indie', 'Strategy']",Natural Selection 2 - Shadow Fade,2016-05-11,0.0,4.99
"['Adventure', 'Casual', 'Indie']",Impossible Geometry,2016-05-12,0.0,1.99
"['Casual', 'Indie', 'Racing']",Riff Racer - Race Your Music!,2016-05-12,0.0,9.99
['Simulation'],Train Simulator: Clear Creek Narrow Gauge Route Add-On,2016-05-12,0.0,39.99
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Deluxe Off-road tracks 3,2016-05-12,0.0,9.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Neon Space,2016-05-12,0.0,0.99
"['Adventure', 'Indie']",Grimsfield,2016-05-12,0.0,3.99
"['Action', 'Indie']",Rocket Fist,2016-05-12,0.0,4.99
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Ogrest Anime Pack,2016-05-12,0.0,19.99
['RPG'],FINAL FANTASY X/X-2 HD Remaster,2016-05-12,0.0,29.99
"['Casual', 'Simulation', 'Strategy']",New Yankee in Santa's Service,2016-05-12,0.0,4.99
"['Action', 'Indie']",Neon Drive,2016-05-12,0.0,9.99
"['Adventure', 'Casual']",Princess Isabella: The Rise of an Heir,2016-05-12,0.0,9.99
"['Action', 'RPG']",PAYDAY 2: Sydney Character Pack,2016-05-12,22.66,0.0
"['Action', 'Indie']",Insincere,2016-05-12,0.0,3.99
"['Action', 'Adventure', 'Casual', 'Indie']",Mini's Magic World,2016-05-12,0.0,6.99
['Strategy'],XCOM 2: Alien Hunters,2016-05-12,0.0,9.99
"['Action', 'Adventure', 'Casual', 'Indie']",Mini's Magic World - Soundtrack,2016-05-12,0.0,2.99
"['Action', 'Adventure', 'RPG']",Goliath - Original Soundtrack,2016-05-12,0.0,4.99
"['Action', 'Adventure', 'Indie', 'RPG']",Goliath,2016-05-12,0.0,11.99
['Indie'],Summit Kragg Promo,2016-05-12,0.0,1.99
,After Dark Horrorfest 4: The Graves,2010-03-23,0.0,3.99
,After Dark Original: Asylum,2015-06-02,0.0,3.99
,After Dark Originals: Bedlam,2015-04-28,0.0,3.99
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",Madness Cubed,2016-05-12,0.0,2.99
,After Dark Originals: Dark Circles,2013-05-21,0.0,3.99
,After Dark Originals: Fertile Ground,2011-05-24,0.0,3.99
,After Dark Originals: Sanatorium,2014-12-23,0.0,3.99
,7 Assassins,2014-12-23,0.0,3.99
,After Dark Original: Area 51,2011-09-20,0.0,3.99
,After Dark Horrorfest 4: Dread,2010-03-23,0.0,3.99
,Dragon Blade,2015-12-22,0.0,3.99
"['Action', 'Adventure', 'RPG']",FIVE: Guardians of David Comics,2016-05-12,0.0,0.0
,Fire with Fire,2012-11-06,0.0,3.99
,Extract,2010-03-01,0.0,3.99
,Ghost Dog: The Way of the Samurai,2000-08-15,0.0,3.99
,The Fog,2002-08-27,0.0,3.99
,Gangs of New York,2003-07-01,0.0,3.99
,The Graduate,1998-12-22,0.0,3.99
,The Haunting in Connecticut,2009-07-14,0.0,3.99
,Gutshot Straight,2014-12-02,0.0,3.99
,Katt Williams: Pimpadelic,2009-10-13,0.0,3.99
,Made,2001-11-27,0.0,3.99
,Highlander: Endgame,2004-08-02,0.0,3.99
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver - Vampire Overlord Deck,2016-05-13,0.0,4.99
['Adventure'],The House in Fata Morgana,2016-05-13,0.0,24.99
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver - Soldier Reverence Deck,2016-05-13,0.0,4.99
['Adventure'],The House in Fata Morgana Original Soundtrack,2013-05-03,0.0,11.99
"['Action', 'Adventure', 'Indie', 'RPG']",Sins Of The Demon RPG,2016-05-13,0.49,1.99
"['Casual', 'Indie', 'Strategy']",Autumn,2014-09-23,0.0,2.99
"['Action', 'Adventure', 'Casual', 'Indie']",Gal-X-E,2016-05-14,0.0,1.99
"['Action', 'Casual', 'Indie']",SMASHING THE BATTLE,2016-05-16,0.0,11.99
,Incident at Loch Ness,2004-09-17,0.0,7.49
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Forge of Gods: Spring Rush Pack,2016-05-16,0.0,24.99
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",Race &amp; Destroy,2016-05-13,0.0,1.99
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",The Official AppGameKit Tier 2 Starter's Guide,2016-05-16,0.0,14.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Call of Cthulhu: Secrets of San Francisco,2016-05-16,0.0,13.99
"['Casual', 'Indie']",Evo Explores,2016-05-16,0.0,3.99
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",The Center - ARK Expansion Map,2016-05-17,0.0,0.0
"['Action', 'Adventure']",Homefront®: The Revolution,2016-05-17,0.0,29.99
"['Action', 'Indie', 'RPG']",Salt and Sanctuary,2016-05-17,0.0,17.99
"['Indie', 'RPG', 'Strategy']",Overfall,2016-03-01,0.0,14.99
"['Action', 'Adventure']",Homefront®: The Revolution - Expansion Pass,2016-05-17,0.0,14.99
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Marvel’s Agents of S.H.I.E.L.D. Pack,2016-05-17,0.0,2.99
"['Casual', 'Free to Play', 'Indie', 'Simulation']",AdVenture Capitalist - Savvy Investor Bundle,2016-05-17,0.0,9.99
"['Action', 'Casual', 'Indie', 'Strategy']",Cosmic Dust &amp; Rust,2016-05-17,0.0,0.99
,Dirty Grandpa - Unrated,2016-05-17,0.0,13.99
"['Casual', 'Indie', 'Early Access']",TribeQuest: Red Killer,2016-05-18,0.0,0.99
['Action'],SHOCK TROOPERS,2016-05-18,0.0,7.99
"['Casual', 'Indie', 'Simulation', 'Strategy']",Romopolis,2009-03-29,0.0,3.99
"['Indie', 'Strategy']",Duskers,2016-05-18,0.0,19.99
"['Adventure', 'Strategy']",htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,2016-05-18,0.0,9.99
"['Adventure', 'Indie', 'RPG', 'Simulation']",Shoppe Keep - Original Soundtrack,2016-05-18,0.0,4.99
['Strategy'],Sengoku Jidai – Genko MP skirmishes,2016-05-19,0.0,1.99
"['Action', 'Indie']",Arkshot,2016-05-19,0.0,4.99
,Canis Belli,2016-03-11,0.0,1.99
"['Action', 'Indie', 'Strategy']",Retool OST,2016-05-19,0.0,3.99
['Strategy'],Wargame Red Dragon - Nation Pack: Netherlands,2016-05-19,0.0,5.99
"['Action', 'Indie', 'Strategy']",Retool,2016-05-19,0.0,7.99
"['Casual', 'Free to Play', 'Strategy']",Bitardia Cards: Memes of 2ch,2016-05-19,0.0,0.0
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Elite Dangerous: Commander Pack,2016-05-19,0.0,11.99
"['Action', 'Adventure', 'Indie', 'Simulation']",GiAnt - A GiAnt Soundtrack,2016-05-20,0.0,2.99
"['Indie', 'Strategy']",One Troll Army: Costume Sets,2016-05-10,0.0,1.99
"['Action', 'Adventure', 'Indie']",Systematic Immunity,2016-05-20,0.0,6.99
"['Action', 'Adventure', 'Indie', 'Racing', 'Sports', 'Strategy']",GROOVY,2016-05-27,0.0,3.99
"['Action', 'Adventure', 'Indie']",Systematic Immunity OST,2016-05-20,0.0,0.99
"['Adventure', 'Indie']",The Grandfather - Short Film and Desktop Wallpapers,2016-05-20,0.0,0.0
['Simulation'],FSX: Steam Edition - Treasure Hunt Add-On,2016-05-20,0.0,16.99
"['Adventure', 'Casual', 'Indie', 'RPG']",A Princess' Tale,2016-05-20,0.0,3.99
"['Design &amp; Illustration', 'Photo Editing']",FireAlpaca SE,2016-05-22,0.0,39.99
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Survive in Space,2016-05-20,0.0,4.99
"['Adventure', 'Indie', 'RPG']",Detective Hunt - Crownston City PD,2016-05-22,0.0,4.99
"['Action', 'Indie']",METAGAL,2016-05-23,0.0,3.99
['Indie'],Panda Maypul,2016-05-23,0.0,1.99
"['Action', 'Indie']",PixBit,2016-05-21,0.0,1.99
"['Action', 'Casual', 'Indie']",Genesis of Drones,2016-05-24,0.0,0.99
"['Action', 'Indie', 'Strategy']",Soulcaster: Part I &amp; II,2011-02-06,0.0,4.99
"['Casual', 'Indie']",Grandpa's Table,2016-05-24,0.0,4.99
"['Casual', 'Indie', 'Simulation']",Bridge Constructor Trains - Expansion Pack,2016-05-24,0.0,2.99
['Simulation'],Simutrans,2016-05-24,0.0,0.0
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Spider-Man Character Pack,2016-05-24,0.0,0.0
"['Adventure', 'Casual']",Off the Record: The Linden Shades Collector's Edition,2016-05-24,0.0,9.99
"['Adventure', 'Indie', 'Strategy']",The Mahjong Huntress,2016-05-25,0.0,4.99
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Age of Cavemen,2016-05-24,0.0,0.0
"['Indie', 'Simulation']",The Dolls: Reborn,2016-05-25,0.0,4.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “The Red”,2016-05-25,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “Vitamin R (Leading Us Along)”,2016-05-25,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “Hats Off to the Bull”,2016-05-25,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle Song Pack,2016-05-25,0.0,7.99
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Warriors' Wrath,2016-05-07,0.0,2.99
['Strategy'],Panzer Corps: U.S. Corps '43,2016-05-26,0.0,4.99
['Strategy'],Panzer Corps: U.S. Corps '44-'45,2016-05-26,0.0,4.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",OmniBus,2016-05-26,0.0,9.99
"['Action', 'Indie', 'Early Access']",Gamma Bros 1.5,2016-05-26,0.0,4.99
"['Action', 'Adventure']",Ghrian,2016-05-26,0.0,4.99
"['Simulation', 'Strategy']",Power &amp; Revolution,2016-05-26,0.0,49.99
"['Action', 'Indie', 'RPG']",Sunken,2015-12-03,0.0,9.99
"['Adventure', 'Casual', 'Indie']",A Long Way Home,2016-05-27,0.0,1.99
"['Casual', 'Indie']",Forgotten Tales: Day of the Dead,2016-05-27,0.0,9.99
"['Action', 'Adventure', 'Indie', 'RPG']",Vairon's Wrath,2016-05-27,0.0,12.99
"['Action', 'Indie']",Hyper Bounce Blast,2016-05-27,0.0,4.99
['Indie'],Until I Have You OST,2016-05-27,0.0,0.0
"['Adventure', 'Indie', 'Strategy']",The Incredible Baron,2016-05-27,0.0,4.99
"['Indie', 'RPG', 'Strategy']",WizardCraft,2016-03-11,0.0,7.99
"['Adventure', 'Indie']",BUDDY,2016-05-27,0.0,9.99
"['Action', 'Adventure']",Call of Duty®: Black Ops III - C.O.D.E. Valor Calling Cards,2016-05-27,0.0,3.99
"['Indie', 'Strategy']",War for the Overworld - Heart of Gold Expansion,2016-05-27,0.0,7.99
"['Adventure', 'Casual', 'Indie']",ZeGame,2016-05-27,0.0,4.99
"['Casual', 'Indie']",Idling to Rule the Gods,2016-05-27,0.0,0.0
['Simulation'],DCS: SA342M Gazelle,2016-05-27,0.0,49.99
"['Free to Play', 'Indie', 'Strategy']",Istrolid - Paint Job,2016-05-27,0.0,9.99
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",The HinterLands,2016-05-18,0.0,2.99
"['Action', 'Adventure', 'Indie', 'RPG']",Diib's Dilemma,1999-03-01,0.0,1.99
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Robot,2016-05-30,0.0,14.99
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",ParaKrieger,2016-05-30,0.0,18.99
"['Indie', 'Simulation', 'Strategy']",Kingdom Wars 2 - Soundtrack,2016-05-30,0.0,3.99
"['Casual', 'Indie', 'Strategy']",KNIGHTS,2016-05-30,0.0,0.99
"['Indie', 'RPG', 'Simulation', 'Strategy']",Planar Conquest,2016-05-30,0.0,19.99
"['Casual', 'Indie']","Resette's Prescription ~Book of memory, Swaying scale~",2016-05-30,0.0,12.99
"['Adventure', 'Indie']",Demetrios - Original Soundtrack,2016-05-31,0.0,1.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Everclear - “Santa Monica”,2016-05-31,0.0,2.99
"['Action', 'Racing']",TRON RUN/r Outlands Pack,2016-05-31,0.0,6.99
"['Casual', 'Simulation']","Rocksmith® 2014 – Filter - “Hey Man, Nice Shot”",2016-05-31,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – 90s Mix Song Pack,2016-05-31,0.0,7.99
"['Indie', 'RPG', 'Strategy']",Solitairica,2016-05-31,0.0,9.99
"['Free to Play', 'Indie']",The Way of Life Free Edition,2016-05-31,0.0,0.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Renowned Explorers: More To Explore,2016-05-31,0.0,7.49
"['Adventure', 'Indie']",Glitchspace Original Soundtrack,2016-06-01,0.0,4.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Beyond Flesh and Blood,2016-06-01,0.0,14.99
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Spanish Paint Jobs Pack,2016-06-01,0.0,0.99
"['Adventure', 'Free to Play', 'Indie']",The NADI Project,2016-06-01,0.0,0.0
"['Casual', 'Simulation']",Rocksmith® 2014 – Reel Big Fish - “Beer”,2016-05-31,0.0,2.99
"['Animation &amp; Modeling', 'Video Production']",FaceRig support for Leap Motion™ Controller,2016-06-01,0.0,0.0
"['Animation &amp; Modeling', 'Video Production']",FaceRig support for Intel® RealSense™,2016-06-01,0.0,0.0
['Indie'],Magma Tsunami,2016-06-01,0.0,0.99
"['Casual', 'Indie', 'Simulation']",Runeous - PDF Artbook,2016-06-01,0.0,1.99
"['Indie', 'Simulation', 'Strategy']",Music Wars Empire,2016-06-01,0.0,14.99
['Simulation'],Summer Sale,2016-06-02,0.0,0.99
"['Adventure', 'Indie', 'Simulation']",Investigator,2016-06-01,0.0,1.99
"['Action', 'Indie']",Timore Inferno,2016-06-01,0.0,4.99
"['Adventure', 'Casual', 'Indie']",Projector Face,2016-06-01,0.0,4.99
['Simulation'],FSX: Steam Edition - Fairchild PT-26 Cornell Add-On,2016-06-02,0.0,19.99
['Action'],Golden Saki Pigtails,2016-06-02,0.0,0.99
"['Indie', 'Simulation', 'Strategy']",Turmoil,2016-06-02,0.0,9.99
"['Action', 'Indie']",Brigador Deluxe DLC Upgrade,2016-06-02,0.0,9.99
"['Indie', 'Strategy']",Medieval Battlefields - Black Edition,2016-06-02,0.0,9.99
"['Indie', 'Strategy']",Galactic Civilizations III - Builders Kit DLC,2016-06-02,0.0,0.0
"['Indie', 'Strategy']",The Battle for Sector 219,2016-06-02,0.0,6.99
"['Casual', 'Free to Play', 'Indie', 'Strategy']",Legend of Numbers,2016-06-02,0.0,0.0
"['Action', 'Adventure']",Call of Duty®: Black Ops III - The Giant Zombies Map,2016-06-02,0.0,5.99
['Action'],Japanese Iris,2016-06-02,0.0,0.99
['Action'],Golden Wavy Long 'Do,2016-06-02,0.0,0.99
['Action'],Jet Spanglette (Black) &amp; Jet Spanglette (Red),2016-06-02,0.0,2.99
['Action'],Red Swan,2016-06-02,0.0,0.99
['Action'],Strawberry Banana Surprise (X),2016-06-02,0.0,1.99
['Action'],Strawberry Banana Surprise (Y),2016-06-02,0.0,1.99
"['Action', 'Adventure', 'RPG']",Anima Gate of Memories,2016-06-02,0.0,19.99
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Home Behind,2016-06-02,0.0,5.99
"['Indie', 'RPG', 'Strategy']",A Healer Only Lives Twice,2016-06-02,0.0,4.99
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Planet Centauri,2016-06-03,0.0,14.99
"['Adventure', 'Casual', 'Indie']",Rescue Lucy,2016-06-03,0.0,2.99
"['Adventure', 'Casual', 'Indie']",Impossible Quest,2016-06-03,0.0,1.99
"['Education', 'Software Training']",The Highway Code UK Edition - Driving Test Success,2016-06-03,0.0,3.99
"['Education', 'Software Training']",Teaching You Road Signs - Driving Test Success,2016-06-03,0.0,6.99
['Indie'],So Much Blood,2016-06-03,0.0,2.99
"['Adventure', 'Casual']",Otherworld: Spring of Shadows Collector's Edition,2016-06-03,0.0,9.99
"['Action', 'Adventure']",Just Cause™ 3 DLC: Kousavá Rifle,2016-06-03,0.0,2.49
"['Indie', 'Simulation', 'Strategy']",8-Bit Armies - Guardians Campaign,2016-06-03,0.0,3.99
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Zombicide,2016-06-03,0.0,9.99
"['Casual', 'Indie']",Sudoku Quest,2016-06-03,0.0,5.99
"['Adventure', 'Casual', 'Indie', 'Simulation']",Mystic Destinies: Serendipity of Aeons - Tatsuya Epilogue,2016-06-03,0.0,1.99
"['Action', 'Adventure', 'Casual', 'Indie']",POPixel,2016-06-08,0.0,0.99
"['Casual', 'Indie']",Fantasy Mosaics 14: Fourth Color,2016-03-29,0.0,9.99
['Indie'],35MM - Soundtracks,2016-06-06,0.0,0.0
"['Casual', 'Indie']",Akin,2016-06-06,0.0,2.99
,Turbo Kid,2015-08-28,0.0,4.99
"['Action', 'Adventure', 'Indie']",Ghost 1.0 - Soundtrack,2016-06-07,0.0,3.99
"['Action', 'Adventure', 'Indie']",Ghost 1.0,2016-06-07,0.0,12.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Good Charlotte - “The River”,2016-06-07,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Good Charlotte - “Girls &amp; Boys”,2016-06-07,0.0,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 – Good Charlotte - “I Just Wanna Live”,2016-06-07,0.0,2.99
,BERSERK: The Golden Age Arc I - The Egg of the King,2012-02-04,0.0,3.99
,BERSERK: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,0.0,3.99
,BERSERK: The Golden Age Arc III - The Advent,2013-02-01,0.0,3.99
"['Action', 'Casual', 'Indie']",Death Goat,2016-06-07,0.0,2.99
"['Action', 'Adventure', 'Casual', 'Indie']",Yellow: The Yellow Artifact,2016-06-07,0.0,0.99
"['Action', 'Indie']",GentleMoon 2,2016-02-29,0.0,2.99
['Simulation'],TS Marketplace: Torpedopfannenwagen Pack,2016-06-08,0.0,4.99
['Simulation'],TS Marketplace: BR Blue-Grey Coaches Pack 01,2016-06-08,0.0,4.99
"['Free to Play', 'Massively Multiplayer', 'RPG']",UFO Online: Invasion,2016-06-08,0.0,0.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",UFO Online: Invasion - Adrenaline Kit,2016-06-08,0.0,1.99
"['Free to Play', 'Massively Multiplayer', 'RPG']",UFO Online: Invasion - Mod Kit,2016-06-08,0.0,9.99
"['Action', 'Adventure']",Z.I.O.N. - Soundtracks,2016-06-08,0.0,1.99
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Early Access']",Swanky Paint,2016-06-08,0.0,9.99
"['Action', 'Indie']",Broken Bots,2016-06-07,0.0,6.99
"['Casual', 'Indie']",Space Radiance,2016-06-08,0.0,1.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands: The Great Northwest Trail Guide,2016-06-08,0.0,7.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Grim Prairie Tales,2016-06-08,0.0,9.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Don't Drink the Water,2016-06-08,0.0,4.99
"['Indie', 'RPG']",Celestian Tales: Old North - Alternate Costume Pack,2016-06-08,0.0,1.99
"['Free to Play', 'Massively Multiplayer', 'Simulation']",War Thunder - Panzer Pack,2016-06-09,0.0,9.99
"['Simulation', 'Strategy']",Cities: Skylines - Match Day,2016-06-09,0.0,0.0
['Adventure'],Tick's Tales,2016-06-09,0.0,7.99
"['Simulation', 'Strategy']",Thirty Years' War,2015-09-03,0.0,29.99
"['Action', 'Casual', 'Indie', 'Simulation']",Doodle Kingdom,2016-06-09,0.0,4.99
['Simulation'],I Get This Call Every Day,2012-12-21,0.0,2.0
"['Action', 'Indie', 'Early Access']",Deathwave,2016-06-09,0.0,4.99
"['Action', 'Adventure', 'Casual', 'Indie']",Dyna Bomb - Soundtrack OST,2016-06-07,0.0,1.99
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: The Flood,2016-06-09,0.0,14.99
['Action'],Shmups Skill Test シューティング技能検定,2016-06-09,0.0,4.99
"['Action', 'Indie']",RefRain - prism memories - Chronicle Visual Book,2016-06-09,0.0,9.99
"['Action', 'Adventure', 'Indie']",EeOneGuy Adventure,2016-06-10,0.0,0.99
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Warriors' Wrath - Evil Challenge,2016-06-09,0.0,0.0
"['Casual', 'Indie', 'Strategy']",Pick a Hero,2016-06-09,0.0,0.99
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Egyptian Memories,2016-06-10,0.0,4.99
,Shmups Skill Test Original Soundtrack,2016-06-09,0.0,4.99
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Time Fantasy: Monsters,2016-06-10,0.0,7.99
"['Action', 'Adventure']",Just Cause™ 3 DLC: Mech Land Assault,2016-06-10,0.0,11.99
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Skyforge Battlepack,2016-06-10,0.0,4.99
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Fantasy Historica,2016-06-10,0.0,4.99
